CUSTOMER_ID,CUSTOMER_NAME,LAST_ORDER_DATE,FREQUENCY,MONETARY_VALUE,RECENCY,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,RFM_TOTAL,SEGMENT
AR-10570,Anemone Ratner,2014-12-29,18,9445.65,2193,5,3,3,11,Loyal Customers
SG-20470,Sheri Gordon,2014-10-02,28,10730.28,2281,2,5,4,11,Loyal Customers
DL-12865,Dan Lawera,2014-11-04,34,11185.72,2248,2,5,4,11,Loyal Customers
LS-17245,Lynn Smith,2014-11-27,24,10758.99,2225,3,4,4,11,Loyal Customers
FC-14245,Frank Carlisle,2014-11-19,23,10867.81,2233,3,4,4,11,Loyal Customers
BD-11560,Brendan Dodson,2014-12-24,19,9356.78,2198,5,3,3,11,Loyal Customers
JS-15595,Jill Stevenson,2014-12-26,18,9334.64,2196,5,3,3,11,Loyal Customers
MR-17545,Mathew Reese,2014-09-25,23,19246.71,2288,2,4,5,11,Loyal Customers
DC-12850,Dan Campbell,2014-11-24,29,9307.37,2228,3,5,3,11,Loyal Customers
JP-15460,Jennifer Patt,2014-11-25,26,10916.37,2227,3,4,4,11,Loyal Customers
DK-12895,Dana Kaydos,2014-11-16,22,18340.63,2236,3,3,5,11,Loyal Customers
CA-12775,Cynthia Arntzen,2014-09-29,26,18350.46,2284,2,4,5,11,Loyal Customers
AB-10150,Aimee Bixby,2014-11-26,24,13057.29,2226,3,4,4,11,Loyal Customers
PJ-19015,Pauline Johnson,2014-12-12,22,9230.88,2210,4,4,3,11,Loyal Customers
DB-13360,Dennis Bolton,2014-11-14,28,6919.81,2238,3,5,3,11,Loyal Customers
EA-14035,Erin Ashbrook,2014-09-29,31,11387.07,2284,2,5,4,11,Loyal Customers
DB-13660,Duane Benoit,2014-12-19,20,11397.06,2203,4,3,4,11,Loyal Customers
AH-10585,Angele Hood,2014-12-10,22,9125.89,2212,4,4,3,11,Loyal Customers
LW-16990,Lindsay Williams,2014-12-08,23,9111.85,2214,4,4,3,11,Loyal Customers
FW-14395,Fred Wasserman,2014-10-29,26,16972.75,2254,2,4,5,11,Loyal Customers
TP-21415,Tom Prescott,2014-11-13,22,10926.72,2239,3,4,4,11,Loyal Customers
LT-17110,Liz Thompson,2014-11-27,26,12986.77,2225,3,4,4,11,Loyal Customers
SN-20710,Steve Nguyen,2014-11-17,24,12703.94,2235,3,4,4,11,Loyal Customers
MG-17650,Matthew Grinstein,2014-12-12,21,12717.27,2210,4,3,4,11,Loyal Customers
RH-19555,Ritsa Hightower,2014-12-24,21,8944.31,2198,5,3,3,11,Loyal Customers
EB-14170,Evan Bailliet,2014-12-12,23,6736.44,2210,4,4,3,11,Loyal Customers
JS-15880,John Stevenson,2014-12-20,20,10443.1,2202,4,3,4,11,Loyal Customers
BT-11485,Brad Thomas,2014-12-01,29,8878.05,2221,3,5,3,11,Loyal Customers
JF-15295,Jason Fortune-,2014-11-05,24,20382.25,2247,2,4,5,11,Loyal Customers
GH-4425,Gary Hwang,2014-12-10,10,4585.83,2212,4,3,3,10,Loyal Customers
DD-13570,Dorothy Dickinson,2014-11-20,24,8741.46,2232,3,4,3,10,Loyal Customers
JL-15850,John Lucas,2014-11-17,22,8497.68,2235,3,4,3,10,Loyal Customers
CR-12580,Clay Rozendal,2014-12-09,20,8700.31,2213,4,3,3,10,Loyal Customers
CC-2220,Chris Cortes,2014-12-10,12,4174.18,2212,4,3,3,10,Loyal Customers
JD-16015,Joy Daniels,2014-11-13,24,8690.63,2239,3,4,3,10,Loyal Customers
LS-16975,Lindsay Shagiari,2014-12-11,22,8646.92,2211,4,3,3,10,Loyal Customers
CG-12520,Claire Gute,2014-12-03,18,13545.47,2219,3,3,4,10,Loyal Customers
AF-870,Art Ferguson,2014-12-26,9,1700.08,2196,5,3,2,10,Loyal Customers
JE-16165,Justin Ellison,2014-12-11,20,8352.72,2211,4,3,3,10,Loyal Customers
JL-15505,Jeremy Lonsdale,2014-12-01,22,8631.7,2221,3,4,3,10,Loyal Customers
TB-11520,Tracy Blumstein,2014-12-13,11,3991.52,2209,4,3,3,10,Loyal Customers
DH-3675,Duane Huffman,2014-12-11,12,4661.84,2211,4,3,3,10,Loyal Customers
TB-21595,Troy Blackwell,2014-12-03,26,8437.99,2219,3,4,3,10,Loyal Customers
MS-17710,Maurice Satty,2014-12-02,26,8500.63,2220,3,4,3,10,Loyal Customers
EM-13810,Eleni McCrary,2014-10-14,23,13549.73,2269,2,4,4,10,Loyal Customers
AG-10525,Andy Gerbode,2014-12-19,20,8468.96,2203,4,3,3,10,Loyal Customers
SS-20875,Sung Shariari,2014-12-17,21,4772.15,2205,4,3,3,10,Loyal Customers
EL-13735,Ed Ludwig,2014-11-08,23,10515.86,2244,2,4,4,10,Loyal Customers
LS-16945,Linda Southworth,2014-12-04,20,10420.12,2218,3,3,4,10,Loyal Customers
MA-17560,Matt Abelman,2014-10-28,24,10813.79,2255,2,4,4,10,Loyal Customers
TC-11145,Theresa Coyne,2014-12-19,10,3799.93,2203,4,3,3,10,Loyal Customers
JK-15205,Jamie Kunitz,2014-10-31,24,10917,2252,2,4,4,10,Loyal Customers
JO-15145,Jack O'Briant,2014-11-04,23,10440.98,2248,2,4,4,10,Loyal Customers
GH-14485,Gene Hale,2014-11-10,21,14692.67,2242,2,3,5,10,Loyal Customers
NG-8430,Nathan Gelder,2014-12-13,8,3749.83,2209,4,3,3,10,Loyal Customers
DV-13465,Dianna Vittorini,2014-12-02,20,12910.88,2220,3,3,4,10,Loyal Customers
SN-20560,Skye Norling,2014-10-21,25,12738.71,2262,2,4,4,10,Loyal Customers
JK-16120,Julie Kriz,2014-09-25,26,13134.72,2288,2,4,4,10,Loyal Customers
AG-10675,Anna Gayman,2014-11-14,21,13023.84,2238,3,3,4,10,Loyal Customers
MC-17605,Matt Connell,2014-11-12,26,13019.2,2240,2,4,4,10,Loyal Customers
SP-20860,Sung Pak,2014-11-07,26,12994.59,2245,2,4,4,10,Loyal Customers
TZ-21580,Tracy Zic,2014-11-26,19,10455.53,2226,3,3,4,10,Loyal Customers
LP-17080,Liz Pelletier,2014-11-21,24,7631.99,2231,3,4,3,10,Loyal Customers
RE-19405,Ricardo Emerson,2014-12-03,21,12073.09,2219,3,3,4,10,Loyal Customers
IL-15100,Ivan Liston,2014-09-06,25,11802.69,2307,2,4,4,10,Loyal Customers
AH-10195,Alan Haines,2014-11-12,25,12628.19,2240,2,4,4,10,Loyal Customers
KD-16615,Ken Dana,2014-10-17,24,12348.44,2266,2,4,4,10,Loyal Customers
CC-12145,Charles Crestani,2014-10-10,24,12190.67,2273,2,4,4,10,Loyal Customers
MC-7575,Matt Collins,2014-12-22,8,3619.19,2200,5,2,3,10,Loyal Customers
BF-10975,Barbara Fisher,2014-11-26,22,8104.78,2226,3,4,3,10,Loyal Customers
NW-18400,Natalie Webber,2014-07-12,26,15326.83,2363,1,4,5,10,Loyal Customers
CC-12550,Clay Cheatham,2014-12-04,25,7908.65,2218,3,4,3,10,Loyal Customers
MH-7785,Maya Herman,2014-12-24,9,1914.83,2198,5,3,2,10,Loyal Customers
CG-12040,Catherine Glotzbach,2014-12-10,19,3596.27,2212,4,3,3,10,Loyal Customers
EH-13945,Eric Hoffmann,2014-11-04,27,7832.69,2248,2,5,3,10,Loyal Customers
DH-13675,Duane Huffman,2014-12-10,17,7817.31,2212,4,3,3,10,Loyal Customers
TS-11370,Todd Sumrall,2014-12-13,10,4573.58,2209,4,3,3,10,Loyal Customers
HH-15010,Hilary Holden,2014-11-07,24,13731.74,2245,2,4,4,10,Loyal Customers
KD-16345,Katherine Ducich,2014-11-20,15,11157.04,2232,3,3,4,10,Loyal Customers
SW-10455,Shaun Weien,2014-12-24,9,2205.25,2198,5,3,2,10,Loyal Customers
DJ-3510,Don Jones,2014-12-25,7,5976.69,2197,5,2,3,10,Loyal Customers
JE-15475,Jeremy Ellison,2014-11-26,22,5905.08,2226,3,4,3,10,Loyal Customers
MC-17590,Matt Collister,2014-11-10,25,10118.84,2242,2,4,4,10,Loyal Customers
TB-21280,Toby Braunhardt,2014-11-04,26,10127.01,2248,2,4,4,10,Loyal Customers
EM-13825,Elizabeth Moffitt,2014-11-06,26,14128.08,2246,2,4,4,10,Loyal Customers
MT-17815,Meg Tillman,2014-11-12,27,13845.52,2240,2,4,4,10,Loyal Customers
HZ-14950,Henia Zydlo,2014-11-26,22,9656.4,2226,3,4,3,10,Loyal Customers
GT-4755,Guy Thornton,2014-12-31,8,3457.58,2191,5,2,3,10,Loyal Customers
AJ-780,Anthony Jacobs,2014-12-30,12,2570.99,2192,5,3,2,10,Loyal Customers
VG-21790,Vivek Gonzalez,2014-09-12,27,9908.61,2301,2,4,4,10,Loyal Customers
AH-10120,Adrian Hane,2014-11-01,22,9927.84,2251,2,4,4,10,Loyal Customers
CK-12325,Christine Kargatis,2014-10-31,27,9927.9,2252,2,4,4,10,Loyal Customers
MH-17455,Mark Hamilton,2014-11-07,27,9974.27,2245,2,4,4,10,Loyal Customers
LC-16870,Lena Cacioppo,2014-12-04,21,9859.89,2218,3,3,4,10,Loyal Customers
SW-20350,Sean Wendt,2014-12-19,21,6923.25,2203,4,3,3,10,Loyal Customers
MV-8190,Mike Vittorini,2014-12-24,8,3995.04,2198,5,2,3,10,Loyal Customers
JG-5115,Jack Garza,2014-12-26,9,2907.68,2196,5,3,2,10,Loyal Customers
PC-19000,Pauline Chand,2014-12-10,18,9474.07,2212,4,3,3,10,Loyal Customers
LS-6945,Linda Southworth,2014-12-25,12,2726.03,2197,5,3,2,10,Loyal Customers
JC-5385,Jenna Caffey,2014-12-16,9,3183.08,2206,4,3,3,10,Loyal Customers
PO-19180,Philisse Overcash,2014-07-24,24,16753.17,2351,1,4,5,10,Loyal Customers
GT-14635,Grant Thornton,2014-11-05,20,19080.35,2247,2,3,5,10,Loyal Customers
RB-19705,Roger Barcio,2014-12-15,16,9288.08,2207,4,3,3,10,Loyal Customers
RD-19930,Russell D'Ascenzo,2014-11-19,22,9293.59,2233,3,4,3,10,Loyal Customers
KC-16255,Karen Carlisle,2014-11-17,27,9321.96,2235,3,4,3,10,Loyal Customers
BP-1185,Ben Peterman,2014-12-27,10,1430.62,2195,5,3,2,10,Loyal Customers
RO-9780,Rose O'Brian,2014-12-27,9,3080.11,2195,5,3,2,10,Loyal Customers
JM-15535,Jessica Myrick,2014-12-17,20,6942.4,2205,4,3,3,10,Loyal Customers
TS-21430,Tom Stivers,2014-12-12,22,9532.92,2210,4,3,3,10,Loyal Customers
EB-13930,Eric Barreto,2014-12-12,18,9533.95,2210,4,3,3,10,Loyal Customers
ND-8460,Neil Ducich,2014-12-23,10,2722.98,2199,5,3,2,10,Loyal Customers
IM-15055,Ionia McGrath,2014-12-16,15,5154.84,2206,4,3,3,10,Loyal Customers
AY-10555,Andy Yotov,2014-12-17,16,5446.61,2205,4,3,3,10,Loyal Customers
EH-4125,Eugene Hildebrand,2014-12-09,13,5012.22,2213,4,3,3,10,Loyal Customers
BP-1050,Barry Pond,2014-12-20,9,4981.54,2202,4,3,3,10,Loyal Customers
EB-3930,Eric Barreto,2014-12-24,9,2433.52,2198,5,3,2,10,Loyal Customers
GZ-14545,George Zrebassa,2014-10-16,24,11593.73,2267,2,4,4,10,Loyal Customers
GT-14755,Guy Thornton,2014-11-27,23,5601.71,2225,3,4,3,10,Loyal Customers
CA-12310,Christine Abelman,2014-12-18,21,7166.23,2204,4,3,3,10,Loyal Customers
CS-12505,Cindy Stewart,2014-12-04,16,11535.25,2218,3,3,4,10,Loyal Customers
RS-19870,Roy Skaria,2014-12-12,20,7090.96,2210,4,3,3,10,Loyal Customers
ZD-11925,Zuschuss Donatelli,2014-12-28,9,2951.23,2194,5,3,2,10,Loyal Customers
SP-20545,Sibella Parks,2014-12-15,20,6801.2,2207,4,3,3,10,Loyal Customers
EN-13780,Edward Nazzal,2014-12-17,20,6333.92,2205,4,3,3,10,Loyal Customers
BS-1800,Bryan Spruell,2014-12-20,9,6364.85,2202,4,3,3,10,Loyal Customers
AB-10600,Ann Blume,2014-11-11,22,13318.66,2241,2,4,4,10,Loyal Customers
DR-2880,Dan Reichenbach,2014-12-27,8,2291.46,2195,5,3,2,10,Loyal Customers
RM-19750,Roland Murray,2014-12-15,19,6475.01,2207,4,3,3,10,Loyal Customers
PA-19060,Pete Armstrong,2014-12-08,21,6723.23,2214,4,3,3,10,Loyal Customers
PJ-18835,Patrick Jones,2014-11-22,19,13639.5,2230,3,3,4,10,Loyal Customers
MS-7830,Melanie Seite,2014-12-27,8,4322.9,2195,5,2,3,10,Loyal Customers
DS-13030,Darrin Sayre,2014-09-29,26,11644.3,2284,2,4,4,10,Loyal Customers
MO-7800,Meg O'Connel,2014-12-17,9,4294.27,2205,4,3,3,10,Loyal Customers
JO-5550,Jesus Ocampo,2014-12-19,9,4203.78,2203,4,3,3,10,Loyal Customers
CD-12790,Cynthia Delaney,2014-10-16,25,13468.11,2267,2,4,4,10,Loyal Customers
LD-17005,Lisa DeCherney,2014-11-12,27,11461.65,2240,2,4,4,10,Loyal Customers
CP-12085,Cathy Prescott,2014-10-23,23,14183.88,2260,2,4,4,10,Loyal Customers
DK-2835,Damala Kotsonis,2014-12-10,11,3373.14,2212,4,3,3,10,Loyal Customers
CC-12100,Chad Cunningham,2014-11-10,25,11500.12,2242,2,4,4,10,Loyal Customers
TM-21010,Tamara Manning,2014-10-28,27,14158.96,2255,2,4,4,10,Loyal Customers
DH-13075,Dave Hallsten,2014-10-17,25,14128.68,2266,2,4,4,10,Loyal Customers
JO-15280,Jas O'Carroll,2014-12-17,21,7123.57,2205,4,3,3,10,Loyal Customers
RK-19300,Ralph Kennedy,2014-10-07,26,13480.92,2276,2,4,4,10,Loyal Customers
JF-15355,Jay Fein,2014-12-18,22,7343.57,2204,4,3,3,10,Loyal Customers
EH-13990,Erica Hackney,2014-11-17,26,8807.08,2235,3,4,3,10,Loyal Customers
RE-9450,Richard Eichhorn,2014-12-16,12,5678.7,2206,4,3,3,10,Loyal Customers
KH-6330,Katharine Harms,2014-12-12,13,3371.21,2210,4,3,3,10,Loyal Customers
RF-19345,Randy Ferguson,2014-10-28,27,13391.27,2255,2,4,4,10,Loyal Customers
LC-7050,Liz Carlisle,2014-12-25,7,7193.65,2197,5,2,3,10,Loyal Customers
EB-13870,Emily Burns,2014-12-16,19,6850.98,2206,4,3,3,10,Loyal Customers
TT-11220,Thomas Thornton,2014-12-26,9,1826.4,2196,5,3,2,10,Loyal Customers
HP-14815,Harold Pawlan,2014-12-01,24,7321.44,2221,3,4,3,10,Loyal Customers
JD-5895,Jonathan Doherty,2014-12-29,6,2770.43,2193,5,2,2,9,Potential
DM-2955,Dario Medina,2014-12-19,9,2437.41,2203,4,3,2,9,Potential
DO-3435,Denny Ordway,2014-11-25,10,3515.73,2227,3,3,3,9,Potential
PB-9150,Philip Brown,2014-11-20,10,3478.44,2232,3,3,3,9,Potential
EB-4110,Eugene Barchas,2014-12-11,10,2417.76,2211,4,3,2,9,Potential
KB-6315,Karl Braun,2014-12-09,11,2957.72,2213,4,3,2,9,Potential
AC-420,Alyssa Crouse,2014-12-18,9,1689.68,2204,4,3,2,9,Potential
VD-11670,Valerie Dominguez,2014-12-31,9,1230.05,2191,5,3,1,9,Potential
ME-7320,Maria Etezadi,2014-12-11,10,1720.19,2211,4,3,2,9,Potential
RD-9660,Robert Dilbeck,2014-12-04,9,3391.79,2218,3,3,3,9,Potential
KT-16480,Kean Thornton,2014-12-04,20,6240.65,2218,3,3,3,9,Potential
EK-13795,Eileen Kiefer,2014-11-17,17,5597.35,2235,3,3,3,9,Potential
CH-12070,Cathy Hwang,2014-10-03,21,11122.56,2280,2,3,4,9,Potential
JH-6180,Justin Hirsh,2014-12-04,9,5651.9,2218,3,3,3,9,Potential
JG-5160,James Galang,2014-12-15,8,1588.12,2207,4,3,2,9,Potential
JS-5940,Joni Sundaresam,2014-12-08,13,2927.34,2214,4,3,2,9,Potential
RW-9540,Rick Wilson,2014-12-05,7,5698.43,2217,4,2,3,9,Potential
JO-5145,Jack O'Briant,2014-12-26,6,2904.71,2196,5,2,2,9,Potential
CD-1980,Carol Darley,2014-12-25,7,1380.23,2197,5,2,2,9,Potential
CR-2730,Craig Reiter,2014-12-26,11,1359.58,2196,5,3,1,9,Potential
IM-5055,Ionia McGrath,2014-12-12,7,4324.95,2210,4,2,3,9,Potential
JB-6045,Julia Barnett,2014-12-03,10,3235.66,2219,3,3,3,9,Potential
TG-11640,Trudy Glocke,2014-12-01,9,4906.53,2221,3,3,3,9,Potential
KS-16300,Karen Seio,2014-11-26,21,5103.36,2226,3,3,3,9,Potential
JD-6150,Justin Deggeller,2014-12-10,6,5329.77,2212,4,2,3,9,Potential
LW-17125,Liz Willingham,2014-11-20,16,5369.27,2232,3,3,3,9,Potential
TS-21085,Thais Sissman,2014-11-20,19,5395.21,2232,3,3,3,9,Potential
AB-600,Ann Blume,2014-12-24,5,5408.55,2198,5,1,3,9,Potential
CK-2325,Christine Kargatis,2014-12-31,8,3125.3,2191,5,2,2,9,Potential
SC-10305,Sean Christensen,2014-12-15,7,3207.18,2207,4,2,3,9,Potential
PT-9090,Pete Takahito,2014-12-29,5,4686.03,2193,5,1,3,9,Potential
RA-9945,Ryan Akin,2014-12-11,9,2044.59,2211,4,3,2,9,Potential
DB-3060,Dave Brooks,2014-12-23,8,2070.26,2199,5,2,2,9,Potential
EL-3735,Ed Ludwig,2014-12-05,11,3691.39,2217,3,3,3,9,Potential
LW-6990,Lindsay Williams,2014-12-17,11,1869.77,2205,4,3,2,9,Potential
LL-6840,Lauren Leatherbury,2014-11-26,9,3649.15,2226,3,3,3,9,Potential
BD-1320,Bill Donatelli,2014-12-26,6,1885.05,2196,5,2,2,9,Potential
GH-4665,Greg Hansen,2014-12-30,9,1077.07,2192,5,3,1,9,Potential
MA-7995,Michelle Arnett,2014-12-15,11,1928.01,2207,4,3,2,9,Potential
DV-3045,Darrin Van Huff,2014-11-28,13,4640.32,2224,3,3,3,9,Potential
FM-4290,Frank Merwin,2014-12-29,8,2002.71,2193,5,2,2,9,Potential
TA-11385,Tom Ashbrook,2014-12-23,5,4819.95,2199,5,1,3,9,Potential
MB-7305,Maria Bertelson,2014-12-09,8,4874.59,2213,4,2,3,9,Potential
DP-3165,David Philippe,2014-12-24,6,1517.95,2198,5,2,2,9,Potential
CK-2760,Cyma Kinney,2014-11-24,12,4015.95,2228,3,3,3,9,Potential
RF-9345,Randy Ferguson,2014-12-25,5,3208.03,2197,5,1,3,9,Potential
NM-8445,Nathan Mautz,2014-11-28,9,4053.72,2224,3,3,3,9,Potential
MY-8295,Muhammed Yedwab,2014-11-18,10,4072.17,2234,3,3,3,9,Potential
DC-2850,Dan Campbell,2014-11-27,9,4131.14,2225,3,3,3,9,Potential
MG-8205,Mitch Gastineau,2014-12-30,7,1648.94,2192,5,2,2,9,Potential
SJ-20500,Shirley Jackson,2014-07-09,26,12930.79,2366,1,4,4,9,Potential
RM-9375,Raymond Messe,2014-12-22,7,2239.45,2200,5,2,2,9,Potential
SS-10410,Shahid Shariari,2014-12-05,10,2348.46,2217,4,3,2,9,Potential
GM-4440,Gary McGarr,2014-12-30,8,735.22,2192,5,3,1,9,Potential
AS-10630,Ann Steele,2014-11-26,19,9815.94,2226,3,3,3,9,Potential
RC-19825,Roy Collins,2014-09-04,25,7916.67,2309,2,4,3,9,Potential
JJ-15445,Jennifer Jackson,2014-11-28,19,9696.85,2224,3,3,3,9,Potential
LH-17020,Lisa Hazard,2014-11-20,18,8189.79,2232,3,3,3,9,Potential
JF-5415,Jennifer Ferguson,2014-11-24,11,8227.02,2228,3,3,3,9,Potential
CM-11935,Carlos Meador,2014-11-25,18,9689.01,2227,3,3,3,9,Potential
ER-13855,Elpida Rittenbach,2014-10-23,19,13396,2260,2,3,4,9,Potential
RD-19660,Robert Dilbeck,2014-09-29,21,12947.97,2284,2,3,4,9,Potential
CC-12685,Craig Carroll,2014-11-07,20,12798.54,2245,2,3,4,9,Potential
NC-18415,Nathan Cano,2014-11-22,19,9255.79,2230,3,3,3,9,Potential
JG-15115,Jack Garza,2014-10-24,19,12801.83,2259,2,3,4,9,Potential
PO-19195,Phillina Ober,2014-10-06,21,10872.01,2277,2,3,4,9,Potential
MT-18070,Michelle Tran,2014-08-26,24,10920.4,2318,1,4,4,9,Potential
TB-21190,Thomas Brumley,2014-11-12,17,10686.47,2240,2,3,4,9,Potential
CS-11860,Cari Schnelling,2014-10-15,21,10555.92,2268,2,3,4,9,Potential
DL-12925,Daniel Lacy,2014-11-04,21,11364.68,2248,2,3,4,9,Potential
MC-18130,Mike Caudle,2014-11-10,23,8532.7,2242,2,4,3,9,Potential
LO-7170,Lori Olson,2014-12-27,7,2281.19,2195,5,2,2,9,Potential
SM-20905,Susan MacKendrick,2014-11-24,17,6918.48,2228,3,3,3,9,Potential
SF-20965,Sylvia Foulston,2014-11-13,17,6777.68,2239,3,3,3,9,Potential
AA-315,Alex Avila,2014-12-29,7,2243.26,2193,5,2,2,9,Potential
CM-12715,Craig Molinari,2014-11-20,19,8392.58,2232,3,3,3,9,Potential
GM-14500,Gene McClure,2014-09-16,23,6704.19,2297,2,4,3,9,Potential
CK-12760,Cyma Kinney,2014-11-04,26,6574.8,2248,2,4,3,9,Potential
EB-13750,Edward Becker,2014-11-29,20,8489.99,2223,3,3,3,9,Potential
RD-9930,Russell D'Ascenzo,2014-12-03,11,6523.39,2219,3,3,3,9,Potential
NP-18670,Nora Paige,2014-11-03,19,12839.01,2249,2,3,4,9,Potential
SA-10830,Sue Ann Reed,2014-12-21,10,872.68,2201,5,3,1,9,Potential
LM-7065,Liz MacKendrick,2014-12-24,4,6280.47,2198,5,1,3,9,Potential
AJ-10960,Astrea Jones,2014-11-13,17,8633.59,2239,3,3,3,9,Potential
RH-9555,Ritsa Hightower,2014-12-05,8,8753.47,2217,4,2,3,9,Potential
JH-5430,Jennifer Halladay,2014-12-24,9,883.48,2198,5,3,1,9,Potential
FC-14335,Fred Chung,2014-09-15,23,8770.74,2298,2,4,3,9,Potential
AS-10135,Adrian Shami,2014-11-20,19,7307.24,2232,3,3,3,9,Potential
JM-16195,Justin MacKendrick,2014-11-04,25,7825.56,2248,2,4,3,9,Potential
BD-11620,Brian DeCherney,2014-11-12,25,7849,2240,2,4,3,9,Potential
DB-13555,Dorothy Badders,2014-11-25,22,9415.22,2227,3,3,3,9,Potential
RW-19630,Rob Williams,2014-10-15,26,9425.92,2268,2,4,3,9,Potential
GR-14560,Georgia Rosenberg,2014-11-12,24,8895.06,2240,2,4,3,9,Potential
NH-8610,Nicole Hansen,2014-12-26,6,2121.52,2196,5,2,2,9,Potential
AR-10405,Allen Rosenblatt,2014-11-07,22,8956.82,2245,2,4,3,9,Potential
AJ-10795,Anthony Johnson,2014-10-30,22,8887.08,2253,2,4,3,9,Potential
BO-1425,Bobby Odegard,2014-12-30,8,2671.26,2192,5,2,2,9,Potential
AJ-795,Anthony Johnson,2014-11-25,10,3395.58,2227,3,3,3,9,Potential
EJ-13720,Ed Jacobs,2014-11-12,22,8969.44,2240,2,4,3,9,Potential
TS-21655,Trudy Schmidt,2014-10-08,24,9525.46,2275,2,4,3,9,Potential
KB-6600,Ken Brennan,2014-12-22,11,1167.74,2200,5,3,1,9,Potential
FG-14260,Frank Gastineau,2014-11-27,18,9396.51,2225,3,3,3,9,Potential
DM-3015,Darrin Martin,2014-12-29,6,2105.79,2193,5,2,2,9,Potential
AZ-750,Annie Zypern,2014-12-05,10,2231.28,2217,4,3,2,9,Potential
AA-10480,Andrew Allen,2014-08-28,20,17695.59,2316,1,3,5,9,Potential
DM-13525,Don Miller,2014-11-26,19,9640.38,2226,3,3,3,9,Potential
ML-8265,Muhammed Lee,2014-12-23,9,1170.72,2199,5,3,1,9,Potential
CV-12295,Christina VanderZanden,2014-11-22,20,9042.27,2230,3,3,3,9,Potential
ME-7725,Max Engle,2014-12-20,11,2083.88,2202,4,3,2,9,Potential
DP-3000,Darren Powers,2014-12-17,10,2093.61,2205,4,3,2,9,Potential
NG-18355,Nat Gilpin,2014-11-13,21,9262.73,2239,3,3,3,9,Potential
HR-14830,Harold Ryan,2014-11-10,21,9637.15,2242,2,3,3,8,Potential
LC-6930,Linda Cazamias,2014-10-21,9,5080.69,2262,2,3,3,8,Potential
JP-6135,Julie Prescott,2014-12-05,8,4432.65,2217,3,2,3,8,Potential
SF-20065,Sandra Flanagan,2014-11-03,21,7395.75,2249,2,3,3,8,Potential
AB-165,Alan Barnes,2014-12-15,6,1399.78,2207,4,2,2,8,Potential
EC-14050,Erin Creighton,2014-11-08,19,4430.24,2244,2,3,3,8,Potential
AY-555,Andy Yotov,2014-11-26,11,3096.42,2226,3,3,2,8,Potential
EG-3900,Emily Grady,2014-11-10,11,6549.95,2242,2,3,3,8,Potential
KF-6285,Karen Ferguson,2014-11-29,9,3100.15,2223,3,3,2,8,Potential
MG-7680,Maureen Gastineau,2014-10-18,9,4298.48,2265,2,3,3,8,Potential
EM-4065,Erin Mull,2014-11-09,9,3213.25,2243,2,3,3,8,Potential
MS-7980,Michael Stewart,2014-12-25,5,1654.64,2197,5,1,2,8,Potential
LC-7140,Logan Currie,2014-12-15,6,2954.43,2207,4,2,2,8,Potential
JR-5700,Jocasta Rupert,2014-12-18,6,1673.16,2204,4,2,2,8,Potential
MZ-7515,Mary Zewe,2014-10-14,9,3193.16,2269,2,3,3,8,Potential
TW-11025,Tamara Willingham,2014-12-12,8,323.11,2210,4,3,1,8,Potential
SM-20005,Sally Matthias,2014-08-06,22,6801.59,2338,1,4,3,8,Potential
BD-1725,Bruce Degenhardt,2014-09-22,13,5078.4,2291,2,3,3,8,Potential
TC-10980,Tamara Chand,2014-11-14,8,3239.06,2238,3,2,3,8,Potential
BN-1470,Brad Norvell,2014-12-09,7,2823.85,2213,4,2,2,8,Potential
BD-11605,Brian Dahlen,2014-09-25,19,9202.66,2288,2,3,3,8,Potential
TB-21355,Todd Boyes,2014-11-07,20,9205.11,2245,2,3,3,8,Potential
AG-525,Andy Gerbode,2014-12-16,7,2870.68,2206,4,2,2,8,Potential
YS-11880,Yana Sorensen,2014-12-27,6,1328.83,2195,5,2,1,8,Potential
LM-17065,Liz MacKendrick,2014-10-08,18,9249.38,2275,2,3,3,8,Potential
EB-3975,Erica Bern,2014-11-26,9,2713.62,2226,3,3,2,8,Potential
AS-285,Alejandro Savely,2014-09-23,13,4938.46,2290,2,3,3,8,Potential
RB-19645,Robert Barroso,2014-08-03,22,5973.59,2341,1,4,3,8,Potential
BW-1065,Barry Weirich,2014-12-09,5,9027.48,2213,4,1,3,8,Potential
TT-11265,Tim Taslimi,2014-09-28,9,5049.04,2285,2,3,3,8,Potential
CS-1845,Cari Sayre,2014-12-07,8,1593.31,2215,4,2,2,8,Potential
KN-16705,Kristina Nunn,2014-09-24,19,5884.78,2289,2,3,3,8,Potential
DP-3390,Dennis Pardue,2014-12-19,6,1376.13,2203,4,2,2,8,Potential
VS-21820,Vivek Sundaresam,2014-08-15,15,10275.78,2329,1,3,4,8,Potential
SN-10560,Skye Norling,2014-12-18,6,1480.1,2204,4,2,2,8,Potential
HG-5025,Hunter Glantz,2014-12-08,7,1476.61,2214,4,2,2,8,Potential
PF-9225,Phillip Flathmann,2014-12-17,7,1474.27,2205,4,2,2,8,Potential
DW-3480,Dianna Wilson,2014-11-06,12,7118.11,2246,2,3,3,8,Potential
KL-6645,Ken Lonsdale,2014-12-31,5,1576.3,2191,5,1,2,8,Potential
RD-9585,Rob Dowd,2014-11-26,7,5168.4,2226,3,2,3,8,Potential
PH-18790,Patricia Hirasaki,2014-11-04,19,9435.57,2248,2,3,3,8,Potential
